citizenship_district_en,0
Central & Western,7
Eastern,12
Islands,1
Kowloon City,31
Kwai Tsing,7
Kwun Tong,10
North,2
Sai Kung,7
Sha Tin,7
Sham Shui Po,27
Southern,3
Tai Po,4
Tsuen Wan,4
Tuen Mun,18
Uncertain,40
Wan Chai,4
Wong Tai Sin,20
Yau Tsim Mong,18
Yuen Long,25
