Central & Western,16
Eastern,21
Islands,9
Kowloon City,30
Kwai Tsing,22
Kwun Tong,50
North,8
Sai Kung,23
Sha Tin,20
Sham Shui Po,38
Southern,3
Tai Po,12
Tsuen Wan,6
Tuen Mun,13
Uncertain,48
Wan Chai,10
Wong Tai Sin,30
Yau Tsim Mong,26
Yuen Long,18
